#{"t_start": 1739548315.7139258, "env_id": "supertuxkart/flattened_continuous_actions-v0"}
r,l,t
-130.728207,1500,1010.059973
-102.298517,1500,1012.460735
-103.746115,1500,1014.310323
-80.35228,1500,1017.109214
-104.53699,1500,1019.421216
-121.260979,1500,1021.4737
-98.91431,1500,1023.956827
-98.393304,1500,1026.651733
-80.73382,1500,1029.389658
569.73782,1500,1031.819818
302.125,1500,1034.471461
-100.792832,1500,1037.350472
145.604937,1500,1039.339476
-146.08072,1500,1041.111029
-100.741764,1500,1043.078563
-46.819571,1500,1045.548992
-148.765662,1500,1048.354218
-148.61452,1500,1050.527458
-98.257724,1500,1052.726055
-149.19658,1500,1054.868111
-115.690883,1500,1057.889028
-150.0,1500,1060.336352
-123.102445,1500,1063.148739
-100.180603,1500,1065.872526
-121.347523,1500,1068.117276
-78.269351,1500,1070.605067
-124.522716,1500,1074.088744
535.902858,1500,1076.773899
-102.393716,1500,1078.817676
596.125,1500,1081.426677
-34.854639,1500,1084.206245
-82.962526,1500,1087.355224
252.351372,1500,1089.711453
-69.816257,1500,1092.744535
-124.800004,1500,1095.680636
-146.0,1500,1098.782733
-84.448752,1500,1101.261463
273.862004,1500,1104.254789
-150.0,1500,1106.924053
-102.740042,1500,1108.992747
-98.257148,1500,1111.190175
-122.169072,1500,1116.608012
350.739693,1500,1119.639609
-99.681241,1500,1122.516202
-125.859394,1500,1125.950877
-124.630984,1500,1128.783784
-124.350092,1500,1131.716183
345.001075,1500,1134.216979
-124.149132,1500,1136.757073
-50.220636,1500,1139.704603
-149.734324,1500,1142.010976
-139.102899,1500,1144.835824
638.125,1500,1147.484229
-121.703024,1500,1149.376111
-48.380018,1500,1151.207988
-103.065286,1500,1153.914708
13.611798,1500,1157.933057
-148.522592,1500,1161.245519
-124.766262,1500,1163.920292
-101.913884,1500,1167.227512
-25.364859,1500,1169.690854
-150.0,1500,1171.780425
-36.140086,1500,1173.752873
-92.432526,1500,1176.192555
-150.0,1500,1181.52217
-112.764378,1500,1183.769735
-119.998835,1500,1186.178874
36.604937,1500,1188.146809
-126.733811,1500,1190.420138
-127.0,1500,1192.720461
291.833838,1500,1195.787485
113.938245,1500,1198.223064
-150.0,1500,1200.991238
-40.851952,1500,1204.109352
-144.633307,1500,1206.431283
-117.350295,1500,1209.493387
-100.601743,1500,1212.324183
-145.702582,1500,1214.857803
-124.374397,1500,1217.3635
-66.317374,1500,1219.828079
-135.782196,1500,1222.128931
1735.460828,1500,1224.916157
-99.97663,1500,1227.733844
-96.409979,1500,1230.376461
-104.24323,1500,1232.592706
-149.780411,1500,1236.529632
-100.539017,1500,1239.054951
7.125,1500,1241.721299
-147.102715,1500,1244.386765
-123.0,1500,1246.996222
-125.746047,1500,1249.373488
-150.0,1500,1251.687296
-126.0,1500,1254.505286
-94.278403,1500,1257.571363
-150.0,1500,1260.58201
-119.473932,1500,1262.605851
-150.0,1500,1265.860523
-150.0,1500,1268.624596
-124.522415,1500,1271.930468
-150.0,1500,1274.684357
-122.408373,1500,1280.068616
29.652197,1500,1281.981718
-125.407369,1500,1284.11275
-150.0,1500,1286.995108
-124.71474,1500,1289.51152
-5.0,1500,1291.947071
-126.0,1500,1294.82761
-123.126543,1500,1300.156671
-102.439461,1500,1302.611095
-123.365998,1500,1307.952789
-104.879425,1500,1310.335276
-150.0,1500,1313.800862
-98.458315,1500,1316.457276
-101.76524,1500,1319.528479
-149.84142,1500,1322.581367
-101.0,1500,1325.589605
-126.0,1500,1328.034986
703.125,1500,1330.680831
-150.0,1500,1332.995803
-52.068802,1500,1335.279246
-149.736192,1500,1337.861604
-150.0,1500,1340.076078
-150.0,1500,1342.176759
-126.0,1500,1345.153462
-123.0,1500,1348.077166
-105.0,1500,1350.561336
-103.0,1500,1353.538585
-123.0,1500,1356.217178
-101.0,1500,1359.218811
-100.645299,1500,1361.613296
469.843525,1500,1364.593086
238.017566,1500,1366.566082
-101.677435,1500,1368.975832
-150.0,1500,1372.260896
-150.0,1500,1375.230739
-70.333496,1500,1377.209826
-150.0,1500,1379.126481
364.860999,1500,1382.081368
733.151715,1500,1384.019091
-123.0,1500,1386.659872
-104.874384,1500,1388.83374
-91.755619,1500,1391.401866
-56.169072,1500,1396.882448
-43.92435,1500,1399.25704
-149.736725,1500,1401.686378
-150.0,1500,1404.668947
-150.0,1500,1407.656227
-150.0,1500,1409.552593
666.250389,1500,1412.381873
-103.0,1500,1414.846443
300.31134,1500,1416.770293
-150.0,1500,1419.702851
-150.0,1500,1422.750676
918.04696,1500,1425.822505
-126.0,1500,1429.13611
-126.0,1500,1431.414654
582.462984,1500,1433.347552
-125.850039,1500,1435.791775
1.372553,1500,1438.139185
-124.949241,1500,1439.939623
-149.638895,1500,1442.111602
-109.195389,1500,1445.204404
70.700951,1500,1447.857924
-102.195389,1500,1450.956661
-126.836821,1500,1453.275637
-125.374936,1500,1455.733907
-150.0,1500,1459.019882
-125.0,1500,1462.269935
715.238354,1500,1465.071409
-148.466775,1500,1467.370133
779.691635,1500,1469.996327
-100.816849,1500,1472.195476
-148.738251,1500,1474.720795
-102.790142,1500,1477.25703
-99.169072,1500,1482.714431
-149.593632,1500,1485.338478
-114.830428,1500,1487.653544
-150.0,1500,1489.689024
-117.045107,1500,1492.110321
-150.0,1500,1494.295191
-125.0,1500,1497.363711
-150.0,1500,1500.457767
445.762692,1500,1502.514611
-126.831048,1500,1505.110086
1760.775757,1500,1507.935705
-126.0,1500,1511.166376
-150.0,1500,1516.649478
-122.140763,1500,1519.172884
-142.430193,1500,1521.589052
-150.0,1500,1524.524606
-126.0,1500,1527.9098
